name cell isolate
20210101_1_2 59e8bfe2-be73-4a44-bb22-09b4c5722b22 colony
20210101_2_2 dcb43187-e172-49dc-8dd7-e1a4f8caa526 colony
20210101_3_1 55a03b81-549b-4653-8215-7fd1f0714d9e colony
20210116_3_1 91db0728-c3ea-480c-a546-0d7dee8fcd39 colony
20210116_4_2 bf49a064-f5bb-4db7-a500-b71612c380cd colony
20210117_1_1 c572caa0-fc4d-4bcc-84d3-983143ece02c colony
20210117_2_1 ab24737c-4923-46b3-ad00-16ebffbd7008 colony
20210117_2_2 c336519e-21a2-4ab6-96d9-7adbbe4d5d3d colony
20210117_3_1 23bcefc4-e9c3-4d86-8804-9afdf6317afe colony
20210117_4_1 4db86250-be6f-4ac8-8345-b5c8efcc917a colony
20210117_4_2 63a3cd23-b2a5-4a4a-8f47-f92e482d2e88 colony
20210202_2_1 e0700c4c-8e46-4a3a-b224-4c63f42f2b74 colony
20210314_1_1 67d63703-1d91-48f2-a6c2-4598685af4f2 colony
20210314_1_2 659a59a0-6378-4274-89fb-601024333f70 colony
20210314_2_1 5bd0b186-b885-4f7e-ae94-60f99a3c7648 colony
20210314_3_1 5225be65-29fa-4359-8a4e-4c6019f8c388 colony
20210314_4_1 efbb621f-f1aa-47be-a836-8912be781ac9 colony
20210316_1_2 70da4aa6-bc44-4d0c-8f96-15bd65f5501f colony
20210316_2_1 d8f6c634-56af-46f3-864b-da1fb15eb477 colony
20210316_3_1 f627896d-630b-4757-b5eb-bea49783b08a colony
20210316_5_1 8c8ee8a0-1ff5-4668-bf27-f0582fc64ce3 colony
20210514_1_1 20196603-d10b-41fb-87d3-640cc5003ffe bc_cp
20210514_2_1 b9c165e4-2b01-4518-96da-40d23d954f25 bc_cp
20210514_2_2 13d2e036-5b07-44d9-87a2-5ba0ef01e4cc bc_cp
20210514_3_1 0ec283fc-a2fd-4424-8508-20bd542e6b10 bc_cp
20210516_1_1 8a2c8b35-4ba7-4245-9f11-0ec7cd4dc495 bc_cp
20210516_1_2 ca30ca7c-d584-45a8-9f0d-db3dc5937567 bc_cp
20210516_2_1 d2f98cb0-b462-4d56-9de8-6880198103f3 bc_cp
20210516_2_2 58900fd1-2d9d-4f7d-8f41-cbef77388013 bc_cp
20210516_3_1 af2f41d2-4b95-4899-9988-cac908d2b3db bc_cp
20210516_3_2 91a9dcb1-8be8-4e9e-af0b-3f4ec483a1b4 bc_cp
20210516_4_1 7f55789b-0a06-4846-b2d9-088362f97218 bc_cp
20210518_1_1 2c72c8e5-5ee4-4409-9769-da4921471a3b bc_cp
20210518_1_2 50860db7-a14c-489f-a3b3-a1a59bacd8c1 bc_cp
20210518_1_3 30dc843d-53ae-49b3-ae65-6b12971e2b46 bc_cp
20210518_1_4 6a56da79-4058-4901-86fd-35726d3316b2 bc_cp
20210518_2_1 4f5f7136-e0ad-4ed5-8233-6ad1ea5f55b3 bc_cp
20210518_2_2 03c07e55-9451-4dca-bd51-9d356533f2c9 bc_cp
20210518_2_3 d6defa16-27b5-4089-8b2f-76ea16850b72 bc_cp
20210518_2_4 28f142ad-13d0-4b01-a9e7-66d6af1c1787 bc_cp
20210518_2_5 039cb22c-115d-428d-83f2-abac6acf0c53 bc_cp
20210518_2_6 d60a7d1e-7df9-4ec5-8ed1-3df32e63f0c9 bc_cp
20210518_2_7 79adb8b8-67f0-44ee-943a-5428ad1a4ad2 bc_cp
20210518_2_8 b0a2d169-7b5c-4cac-b8ec-2a78f9535ff3 bc_cp
20210518_2_9 e13e3bca-92ff-42fe-a3ed-012ec2c5aeda bc_cp
20210614_1_1 b10278a9-a464-4c3c-bc9b-a69d66085236 colony
20210614_1_2 cddb34e9-ed79-43f5-973e-cbed3bb5b95a colony
20210614_2_1 72707481-a8e0-45a4-956c-3ee8bda98235 colony
20210614_3_1 da1f35c8-91f1-4d65-bd80-6a1523b97e43 colony
20210614_3_2 12722d3f-8288-426e-87dd-5bcb7d5282b3 colony
20210614_3_3 dc1ff184-bdfa-4a14-98ad-a009faa8f085 colony
20210616_1_1 e59dda8f-ed64-4943-b7fc-b3374bde4e25 colony
20210616_1_2 bc08541a-0495-4b89-b5c9-ae222ade0fe0 colony
20210616_2_1 82cb95ad-dbee-4b0e-a2d6-6bd3647bde36 colony
20210616_2_2 bfe79bc4-7cbe-46bd-ab05-1ff421f19396 colony
20210616_2_3 b92ddd3f-e8a2-4196-b6c2-1a17ce52477e colony
20210627_1_1 2e67eabc-5087-46ba-ae80-b1524263ee60 colony
20210627_1_2 a2c71415-7908-4807-ba45-ed6ad284ef90 colony
20210627_1_3 5f047fee-e4e0-4b91-9a1d-4d3706b167e7 colony
20210627_2_1 7cf226f8-54e8-46a0-8938-210611915217 colony
20210627_2_2 d3c76522-dd6a-42de-b0e7-cf182be29935 colony
20210628_1_1 407dbf0e-52e1-474a-992c-264987a83ce2 colony
20210628_2_1 bf26c235-e518-4b9b-a3a5-f28d5c372517 colony
20210628_3_1 e7563e5c-2e91-44af-a84d-35246ec495b4 colony
20210628_4_1 e8d41ac1-bc3b-44bb-90fc-f8ddfe501611 colony
20210629_1_1 471f0ed1-3c03-4f20-82ae-92000bdf67f7 bc_cp
20210629_1_2 eaa3a798-2ca8-4fec-ac4d-d48738a49755 bc_cp
20210629_1_3 6ecd79b3-2aa8-4487-aced-ea9b51746232 bc_cp
20210629_1_4 0ffe13fd-aa82-4eb3-a2a4-f39356b5aa1e bc_cp
20210629_2_1 fd4c804b-19d6-4c87-b8ff-da6583990fb1 bc_cp
20210629_2_2 e56cc014-64ac-43ba-bd81-33ab9bf2ea66 bc_cp
20210629_2_3 bf54cfd8-01bc-41b5-b388-8ea3d143c217 bc_cp
20210629_2_4 221bd97e-4727-4f4f-8ca6-cea964d4a686 bc_cp
20210701_1_1 359fabfa-a111-4843-8f2a-7f8b1b7f4f1e bc_cp
20210701_1_2 cbc1c614-9f26-477f-b600-733092381b06 bc_cp
20210701_1_3 cf68b64e-043f-46eb-88b3-e6485e6a5435 bc_cp
20210701_1_4 ba12b6a3-11ae-48bf-8c02-33c8dd3289f0 bc_cp
20210701_1_5 fa1f4892-5bb9-4199-b3e9-81494e3f4754 bc_cp
20210701_2_1 6fdd9174-4291-419e-9d43-cca46199c13d bc_cp
20210701_2_2 84397a08-c98a-447f-b6b6-ff07e6f083d3 bc_cp
20210701_2_3 d853a3ee-36de-4fff-a89e-dc0f5e4a69a6 bc_cp
20210821_1_1 65da67d3-fce9-4467-a20e-31aaff6a4395 colony
20211001_1_1 eec0b478-0ad2-448b-9db2-cb759de79948 bc_cp
20211001_1_2 e850efd2-cde4-4f24-8c0f-c6ee2ffdc7d6 bc_cp
20211001_2_1 5e70e37b-52a2-4f11-9d1b-14b0fef7e5f7 bc_cp
20211001_3_1 5847f23b-d53d-42f8-8c02-f2ce41dbe583 bc_cp
20211001_3_2 4c6e5010-9c11-4e1a-ae3a-b741aa19627d bc_cp
20211004_1_1 aa6036a3-583b-4129-8310-dc339d47baa4 bc_cp
20211004_1_2 c996544a-f432-450f-bba0-b75a95d61512 bc_cp
20211004_2_1 60619eb3-1e7d-42e8-9abe-5b8aea039fd6 bc_cp
20211004_2_2 f046532d-4176-4007-9f21-ad8311f4d02e bc_cp
20211004_2_3 686ce001-0127-4407-90d0-af4f46b5742b bc_cp
20211004_3_1 d2b55aab-2974-4c32-b703-95f5fff17e65 bc_cp
20211013_1_1 b72ebfc7-2cd9-47cb-ab26-9099496a88eb bc_cp
20211013_1_2 a8377ea4-fb40-4b8e-a269-be4f2e7ac5b4 bc_cp
20211013_1_3 d9bdcf1d-6801-46c4-a13f-123d0eaf1dbd bc_cp
20211013_1_4 2313f2bc-5de1-40ee-bc79-e9da93d4bc57 bc_cp
20211013_2_1 7fce27c6-700c-4984-9932-6c82e1b3517c bc_cp
20211013_2_2 8dbdd30f-b714-4216-baa5-735c62c3ffbb bc_cp
20211014_1_1 46c228dd-998d-48e8-b2d4-03fd2c62014f colony
20211015_1_1 5655cac3-0114-4824-8b60-8b7bc6669941 colony
20211015_1_2 767018e5-f625-4711-a793-09a9300c105a colony
20211015_1_3 09767827-97c6-480e-963e-ecd6fd30f2e8 colony
20211015_2_1 062106de-4833-4447-9eee-39fe69965c35 colony
20211015_2_2 f173d943-33ff-4194-86d3-c5397e5a9042 colony
20211015_2_3 5c412b78-03c8-484b-897b-7127b5350584 colony
20211020_1_1 2b312503-f665-431e-ae6b-e7bfef2497d9 colony
20211025_1_1 e3c062dc-60b6-45c7-9bc0-35f7a23ba719 bc_am
20211025_1_2 5dcc5e72-50d4-41ab-9df7-e7594d61fea9 bc_am
20211025_1_3 d2b0b161-68e6-45b1-8cf0-d8a89e043e16 bc_am
20211025_2_1 20a63a74-0594-48a1-b792-26c538220b25 bc_am
20211025_2_2 3893ecdf-b8cb-4513-a89f-79d10f7fc007 bc_am
20211025_3_1 7947aab6-f1a7-4c77-a1ba-cad47ae6224e bc_am
20211026_1_1 b62760b4-2769-4170-b6c7-910d46353056 bc_am
20211026_1_2 713f2a9a-878b-40d0-b6ed-577727ae7ea5 bc_am
20211026_2_1 8c0fe5e5-70d5-47d4-b513-a7f9c56b3fea bc_am
20211026_2_2 2dc70e90-a514-4c17-ba1c-19823eacd474 bc_am
20211026_2_3 17f728fb-d8b4-43c8-8113-d24483d7a87c bc_am
20211026_2_4 6beec4b5-b46c-46c1-a6ab-7dbcd1656203 bc_am
20211026_2_5 32bebf9c-b462-4868-9518-6f8f9eee6f85 bc_am
20211027_1_1 9609b5c1-650b-4e11-a1d6-55b5dbfafef7 bc_am
20211027_1_2 904f8238-d0b8-4bcb-982e-562e0d670311 bc_am
20211027_1_3 78a74d3a-7ba4-4ef5-8cc4-d87796c33650 bc_am
20211027_2_1 e557ce4b-d071-4240-8ea6-c69c8c3d34bc bc_am
20211027_2_2 22900311-fd8b-4ba7-b58d-23798a49c4b7 bc_am
20211027_2_3 07f75e37-cb83-4b35-93e6-cf8879bc3958 bc_am
20211027_2_4 60ad854c-218a-4d50-a360-065d97efdb18 bc_am
20211119_1_1 1bd1fe7e-61bc-4b4d-8a16-6b2e4dff98c0 pr
20211119_1_2 1b54a0c7-6506-4549-8e7a-d7f1b8badc85 pr
20211119_2_1 4fbe337f-f0bb-4d31-a94e-bf836cc4cd3e pr
20211119_2_2 8486a193-71e5-4db8-a3a8-74dbe1411643 pr
20211119_2_3 262e7d71-1e87-4983-86ab-d6e966ef2da5 pr
20211207_1_1 0a735370-ea05-4432-8683-c046d22790c8 colony
20211207_1_2 1be57f38-b415-44c4-ac70-7ce29816a8e8 colony
20211207_1_3 78b75c62-f30b-420d-9253-9ed26c32913d colony
20211207_2_1 d9daf702-5838-4166-bdea-9c782a5006f5 colony
20211208_1_1 92a8d1ec-2d55-4499-9d32-90df16297d1f pr
20211208_2_1 2a3429fa-d50f-45c8-847f-54f9a5b709ed pr
20211208_2_2 97f66bba-59d3-426d-94bb-63941f5cff61 pr
20211208_3_1 909f1dd2-77c2-4121-acce-7f8e21673182 pr
20211208_3_2 d7ace027-15e6-4b00-8860-86e360ee14b8 pr
20211210_1_1 fea80f8f-cb3a-41f1-a1f0-31f17b1da6d7 colony
20211210_1_1 4a7d7c08-ebe7-4b5e-9318-e3e7b3c0307a colony
20211210_1_3 cc226d66-9091-4e2c-bcc0-ec7675ad5a2e colony
20211221_1_1 1c5a689d-feab-4079-b47f-18aa4cdd16ed bc_am
20211222_1_1 21bb5fd6-28b8-42a9-a1eb-0dd4b4ac327d pr
20211222_1_2 e19b2633-5065-429a-bb38-36261b119594 pr
20211222_1_3 147ed9fe-c851-47a4-b337-833b4700e0e7 pr
20211222_1_4 0e40048d-a1f4-4eeb-b5bd-4e3bc3eb0e0a pr
20211222_1_5 eabfef91-6d2d-4440-9c60-c7fa74948fea pr
20211222_1_6 a307c5f4-2b25-496d-add1-29a1bb6d55b3 pr
20211222_2_1 9685c886-42f9-4af8-98fd-fafadb80c0eb pr
20211222_2_2 fa96b833-aa09-4d93-bc92-3ed456265e18 pr
20211222_2_3 5897e1eb-4568-42d9-b40b-8c230d8d5857 pr
20211229_1_1 7ec898b6-b3fc-4ee0-a51f-037e724bec62 colony
20211229_1_2 cccb1df7-77e5-4aad-9e66-81b01c6feb8e colony
20211229_1_3 7acb7d1b-cc50-489d-a386-527ba26e4959 colony
20211229_2_1 b66b6680-855e-40db-8acf-5429d336aac6 colony
20220104_1_1 9cf064b0-3cec-493d-8cfc-da2ca521e67e pr
20220104_1_2 7a235f4e-9f91-45bd-85e3-13cdab541eea pr
20220104_2_1 b85d3aa1-9710-4b59-abcb-6e3f3c823134 pr
20220104_2_2 7a4204e9-a569-4a1d-ab98-4faca38cd2ab pr
20220104_2_3 dfb1d6e1-6a91-4a25-96e0-26cad3adda40 pr
20220110_1_1 783983c6-3991-487e-ae42-c3a5f3b80732 pr
20220128_1_1 efe2ec5e-c015-4720-be9f-0d09223cf2f2 bc_am
20220128_2_1 935feb47-e71e-4226-816b-f7f5b6d31325 bc_am
20220128_2_2 f28883d4-a794-4c22-8ae4-91dcb1e0d8f9 bc_am
20220128_2_3 510ad75f-0539-4a1a-8558-71e9dd8341a4 bc_am
20220128_2_4 6be5190c-a86b-4e7c-b57d-eb79a48c89e7 bc_am
20220128_2_5 c427d2a2-2d5b-483e-a383-09a95f98c86b bc_am
20220128_3_1 a27d36b5-9663-4705-9de2-4c3c0a0f486c bc_am
20220128_3_2 db27b013-b41f-49c3-8900-4eeb5278fcee bc_am
20220128_3_3 5fefb1ec-469e-4872-9c28-1d12f1dca6ab bc_am
20220527_1_1 a40f60d1-0ab2-48c7-aac0-8d60d5ce25a3 cr
20220527_1_2 15abc5fb-f052-4a61-84c7-c173fe5b7fb1 cr
20220527_1_3 f5ea80e2-cfd9-47c3-a1df-095435e3dbc6 cr
20220529_1_1 a596a2df-41ff-4334-8f10-fe6b7b8f33ff cr
20220529_1_2 aeeb6bb9-9cb5-4317-9822-50856f2039ef cr
20220529_1_3 f769e06e-1fc3-43ff-90f9-f866df6c1fcd cr
20220606_1_1 ca57e4de-b594-4a80-a2a0-3cbe52d35913 cr
20220606_2_1 846a8026-a2c2-4a53-bc2e-15e9010d167e cr
20220606_2_2 0cc02452-d341-47fe-af12-6a72556a8cb7 cr
20220609_1_1 596f9224-92b7-480f-9f09-4bca7d98124d cr
20220609_1_2 80e7768b-4ea5-4821-b9e4-6f2cb29be584 cr
20220609_1_3 2a40d763-e301-4c6e-b5e8-e876bb62dbfe cr
20220609_2_1 0711c4b0-8448-4670-b04d-971f146bf8fb cr
20220609_2_2 558d8543-bcc1-47b4-9716-893b46550744 cr
20220620_1_1 db94e740-020b-457c-b3d4-400312867124 pr
20220620_1_2 53dfcd88-7779-4ca8-94ba-d508feb7568a pr
20220620_2_1 b46b8f03-ac24-4db2-9c92-7d3a074ef3c7 pr
20220620_2_2 a52c6cba-85c2-46f7-8317-56be133fe76a pr
20220620_2_3 a52c6cba-85c2-46f7-8317-56be133fe76a pr
20220623_1_1 c62e402c-edda-412a-9852-2d6bc98886d9 pr
20220623_1_2 93a98389-cf60-47aa-a197-f49696c698c8 pr
20220623_1_3 76fbd9ea-738e-499a-b50d-2009643d04f0 pr
20220623_1_4 54acfc7d-383a-4d62-b906-6d7739f86442 pr
20220628_1_1 31d75184-1f98-429d-aea5-4586822cb9d1 cr
20220628_1_2 90963fe5-9999-4d30-87e1-ec31f42776aa cr
20220628_1_3 fee1b00f-fd51-40f6-9064-15ad71a13edf cr
20220628_1_4 7bafbbbc-c51c-4bc9-a11e-321ed501005f cr
20220628_2_1 fbc55c6b-acf5-443a-9e5e-0fe167c59365 cr
20220701_1_1 f22742e7-7263-4566-a5a1-57721351c96d cr
20220701_2_1 5f113de0-e269-415e-92da-f9ffba0ef8f9 cr
20220701_2_2 7a629fe4-6883-41d1-b276-a5b5efae60bf cr
20220705_1_1 fad788e1-b641-47f2-9455-72dd21ad1775 pr
20220706_1_1 f60c0ce1-dbe6-435c-ab52-3e450c0ed037 pr
20220706_1_2 953b404e-5336-4f3a-afef-e944b6c059d7 pr
20220706_2_1 7500657f-ab5d-464b-8e08-d9f87aa094d0 pr
20220706_2_2 2fbb1b8f-c512-4be0-92b6-60977c76fac3 pr
20220706_2_3 71cb6fa7-a376-4a02-add2-d5dd82d6cb3e pr
20220706_2_4 127879d1-920d-4152-b269-b9e0ecf45fe1 pr
20220706_2_5 ef4fbd31-e095-450c-ac98-d6728bbb126b pr
20220707_1_1 44dbc199-3614-4b1f-9d30-c4e9308319e3 cr
20220707_1_2 9958eb10-50bf-477f-b8d6-376b6fde02a1 cr
20220707_1_3 20943615-2d7d-4dfd-b9b8-1e434db4e534 cr
20220707_1_4 81aad6ed-f0c1-4e9a-b287-66e00400e6a4 cr
20220707_2_2 981d1435-389e-4732-95d1-22363e570303 cr
20220707_2_2 5a5cb98c-1465-4c37-a269-111836d7cc26 cr
20220711_1_1 f99139c2-85de-4d2e-acb0-1171cabd05e9 cr
20220711_1_2 545244b7-c4c6-4678-897b-0f3efdf11802 cr
20220711_2_1 7c33cab5-da5f-4311-b81b-f0738e1ad3a7 cr
20220711_2_2 c86027de-53f4-4ef5-9d88-c19435e88b9f cr
20220711_2_3 c525f329-b598-4ff4-b1a3-160061c6aa2c cr
20220711_2_4 eb41274d-647b-4829-9d62-8e2b6ab4c056 cr
20220823_1_1 fff4cba9-6160-435c-b3d3-1c3f8b552924 cr
20220823_2_1 0bea268b-b377-4834-812d-c425d06dd214 cr
20220823_2_2 72a5eae9-b993-4180-b0b4-56ac61533630 cr
20220831_1_1 67f299b4-d0e6-4095-a0e6-de8872864a93 cr
20220831_2_1 c71d8f35-50b6-4ffa-b533-aa4cbab795be cr
20220831_2_2 ad4f0bbc-9329-4291-9c5d-7e87c5bfab5c cr
20220831_2_3 8b398cf7-1790-402b-9637-f55783c43ad1 cr
20220902_1_1 5e38a460-238d-4a0b-9c02-d850354ca5ef cr
20220902_1_2 efcd21a7-dee9-4326-82e3-a1b4fcde3c0c cr
20220902_1_3 534a4882-c8c9-4ed2-bb82-4b8c65f8aeb6 cr
20220902_1_4 cd9ddfb5-47e0-4844-86e1-8e52255bdd3f cr
20220902_2_1 f2ba8787-559f-47d0-8f51-846769e6b419 cr
20220922_1_1 b8c1f310-8111-48e4-b6c3-7dc602a850b3 cr
20220922_1_2 ad02d6e6-05ad-45f9-83ce-deee40000695 cr
20220922_2_2 9066a8e8-15ca-4fa2-8fb2-39025b2c2c78 cr
20220922_2_3 1f8f697b-6aa8-4db5-a416-aee19461dac5 cr
20220922_2_4 254650c1-2eff-47cf-84cb-76c6f8811463 cr
20221014_1_1 738fb983-a047-461c-ac38-24f04ec01c19 cr
20221014_1_2 c8d97c92-6562-4e5f-b125-1bfbe3156645 cr
20221015_2_1 a7898272-2b4e-42c3-96f3-d65885338f1c cr
20221015_2_2 d2b48e16-47e7-4a80-8d50-c39f0bbfbbae cr
20221015_2_3 9df6e6dd-b8a0-4524-9199-aa75ba1db320 cr
20221015_2_4 774969d4-8976-4318-bfa2-404929454589 cr
20221015_2_5 3a25d317-49c0-4e01-9453-0187f9280568 cr
20221015_2_6 35019158-ff4a-40b1-9c4d-cf2d0e1497a3 cr
20221015_2_7 c5f02ca6-ead4-426d-995b-e42172cff177 cr
20221104_1_3 e3d7f25e-cd26-4247-b12a-a747586e3d01 colony
20221104_2_2 2faffbf1-7894-4536-9c3f-9df3726792d4 colony
20221106_1_1 a9d64ed6-d6f2-44cd-b266-4aacbf22b295 colony
20221106_2_1 3bd85723-3174-4c04-89a2-1d1d2bed3a58 colony
20221106_2_2 60569d14-76fb-4cb7-a252-e07c5ebc4f0a colony
20221106_2_3 b68a8630-809a-4297-86c1-e59089cf4fbc colony
20221206_1_1 deae55c2-54cc-4340-acac-fcbcaf93699b colony
20221206_1_2 5f2b5cd4-79a0-4443-8212-300139b8af20 colony
20221206_2_1 5038d319-39a7-49ff-9e05-1c552cf047f2 colony
20221206_2_2 eb45967c-09d8-4107-9021-9b86ef2607aa colony
20221206_2_3 eab11363-82d2-4e8f-829f-5f9364951201 colony
20221206_2_4 ed89f5bc-f5c4-4e38-b390-6c0e52c4e41a colony
20221207_1_1 afe19a93-c396-4586-b44f-fec50ec73055 colony
20221207_1_2 dd8c0fd6-6bf1-443f-a882-fea2d35666de colony
20221207_2_1 64df686b-d9e3-42e6-8ffa-3878d09ff83d colony
20221214_1_1 61bfdebb-627c-491e-a1b8-b9619a40f202 cr
20221214_1_2 6ec4044d-3346-46af-aaeb-a8515a46ccdb cr
20221214_1_3 7cbdc1a7-996c-405b-991a-aea79ac8d6f7 cr
20221214_1_4 24ad9c87-ab69-4b41-a853-753c57503810 cr
20230123_1_1 d95f6561-b986-4bf2-8f2d-5438f0da5673 colony
20230123_2_1 abaed061-ada3-4a97-b863-292fef530006 colony
20230125_3_1 1f0b0aeb-0566-41f0-86ce-eccbd65fb3e8 colony
20230129_1_1 a13d4c2b-3eab-4255-b719-a1a4ef18750e colony
20230129_2_1 749bf2f7-ea06-4deb-b9c6-fdd6e271a0b4 colony
20230202_1_1 3017d04f-5a8b-43f3-a6a8-614693f7b041 colony
20230202_2_1 c3359bea-6e85-468a-baaf-1f5554c0f8aa colony
